location,size,total_sqft,bath,price,bhk,price_per_sqft
other,2 BHK,1141,2,62,2,5433.83
other,1 BHK,950,1,40,1,4210.53
other,3 BHK,1480,3,90,3,6081.08
other,3 BHK,1600,3,90,3,5625
other,4 Bedroom,1200,4,135,4,11250
other,3 Bedroom,1500,3,115,3,7666.67
other,3 BHK,1824,3,125,3,6853.07
other,1 Bedroom,750,1,56.25,1,7500
other,4 Bedroom,6000,5,400,4,6666.67
other,3 BHK,2400,3,170,3,7083.33
other,3 BHK,1500,2,98,3,6533.33
other,3 BHK,3095,3,350,3,11308.56
other,1 Bedroom,1200,1,28,1,2333.33
other,3 Bedroom,1500,3,100,3,6666.67
other,5 Bedroom,1560,5,145,5,9294.87
other,3 BHK,1560,3,188,3,12051.28
other,1 BHK,485,1,15,1,3092.78
other,3 Bedroom,1200,3,130,3,10833.33
other,2 BHK,1050,2,67,2,6380.95
other,3 BHK,1596,3,105,3,6578.95
other,3 Bedroom,1200,3,85,3,7083.33
other,2 BHK,1132,2,67,2,5918.73
other,3 BHK,1515,3,88,3,5808.58
other,2 BHK,1380,2,80,2,5797.1
other,4 Bedroom,4346,5,500,4,11504.83
other,3 BHK,2200,3,187,3,8500
other,3 Bedroom,3329,3,330,3,9912.89
other,4 Bedroom,3600,4,300,4,8333.33
other,4 BHK,3500,3,450,4,12857.14
other,2 BHK,1093,2,65,2,5946.94
other,3 BHK,1535,3,95,3,6188.93
other,2 BHK,1100,2,62.7,2,5700
other,3 BHK,2197,4,280,3,12744.65
other,2 BHK,1100,2,60,2,5454.55
other,4 Bedroom,1600,3,172,4,10750
other,3 BHK,1450,2,85,3,5862.07
other,4 Bedroom,2000,3,166,4,8300
other,3 BHK,1756,3,100,3,5694.76
other,3 BHK,1532,3,92,3,6005.22
other,3 BHK,1650,3,110,3,6666.67
other,2 BHK,1200,2,66,2,5500
other,3 BHK,1525,2,122,3,8000
other,4 Bedroom,2400,3,200,4,8333.33
other,2 BHK,1000,2,130,2,13000
other,2 Bedroom,3040,1,180,2,5921.05
other,3 BHK,1390,3,120,3,8633.09
other,2 BHK,1135,2,68,2,5991.19
other,2 BHK,900,2,55,2,6111.11
other,3 BHK,2500,3,250,3,10000
other,2 BHK,1269.72,2,68,2,5355.51
other,3 Bedroom,1168,3,70,3,5993.15
other,4 Bedroom,2100,4,155,4,7380.95
other,3 BHK,1515,3,93.93,3,6200
other,6 BHK,2700,4,214,6,7925.93
other,3 BHK,2000,3,210,3,10500
other,5 Bedroom,2400,4,300,5,12500
other,3 BHK,1760,3,176,3,10000
other,1 BHK,595,1,42,1,7058.82
other,2 BHK,1170,2,86,2,7350.43
other,4 Bedroom,2200,4,235,4,10681.82
other,3 BHK,1650,3,175,3,10606.06
other,3 BHK,1670,3,91.86,3,5500.6
other,3 BHK,1250,2,80,3,6400
other,3 Bedroom,1650,4,160,3,9696.97
other,2 BHK,800,2,50,2,6250
other,2 BHK,1225,2,150,2,12244.9
other,4 BHK,3675,4,367,4,9986.39
other,2 Bedroom,1200,2,150,2,12500
other,2 Bedroom,1350,2,80,2,5925.93
other,3 BHK,1614,3,110,3,6815.37
other,2 BHK,1188,2,73,2,6144.78
other,3 BHK,1480,3,90,3,6081.08
other,2 Bedroom,680,2,42,2,6176.47
other,2 BHK,955,2,53.55,2,5607.33
other,3 BHK,2479.13,3,215,3,8672.4
other,2 BHK,1100,2,106,2,9636.36
other,3 BHK,1925,3,120,3,6233.77
other,1 BHK,650,1,26,1,4000
other,3 BHK,2000,3,207,3,10350
other,2 Bedroom,1050,2,110,2,10476.19
other,3 BHK,2204,2,305,3,13838.48
other,3 BHK,1685,2,110,3,6528.19
other,3 BHK,1550,3,110,3,7096.77
other,1 BHK,500,1,20,1,4000
other,3 BHK,3155,4,370,3,11727.42
other,3 BHK,1765,3,105,3,5949.01
other,2 BHK,1265,2,70,2,5533.6
other,2 BHK,1012,2,59,2,5830.04
other,3 BHK,2045,4,154,3,7530.56
other,6 Bedroom,2400,4,280,6,11666.67
other,1 BHK,581.91,2,25,1,4296.2
other,3 Bedroom,1158,2,85,3,7340.24
other,2 BHK,925,2,51,2,5513.51
other,2 BHK,1415,2,110,2,7773.85
other,4 BHK,4750,5,600,4,12631.58
other,3 BHK,1840,3,155,3,8423.91
other,2 Bedroom,1350,2,185,2,13703.7
other,2 BHK,824,2,60,2,7281.55
other,3 BHK,1340,2,100,3,7462.69
other,3 BHK,1620,2,110,3,6790.12
other,3 BHK,1533,3,115,3,7501.63
other,3 BHK,1560,3,85,3,5448.72
other,1 BHK,750,1,25,1,3333.33
other,3 BHK,1375,2,85,3,6181.82
other,3 BHK,1500,3,88,3,5866.67
other,2 BHK,1140,2,76,2,6666.67
other,2 BHK,1198,2,84,2,7011.69
other,4 BHK,4000,4,520,4,13000
other,2 BHK,1370,2,75,2,5474.45
other,2 BHK,1000,1,55,2,5500
other,2 Bedroom,1200,2,125,2,10416.67
other,1 Bedroom,1050,1,70,1,6666.67
other,3 Bedroom,1200,2,80,3,6666.67
other,1 BHK,400,1,14,1,3500
other,5 Bedroom,1575,4,150,5,9523.81
other,4 Bedroom,4800,5,629,4,13104.17
other,2 BHK,1200,2,70,2,5833.33
other,2 BHK,1100,2,60,2,5454.55
other,2 BHK,1300,2,79,2,6076.92
other,4 BHK,3500,4,350,4,10000
other,3 BHK,1000,2,110,3,11000
other,3 BHK,2400,3,260,3,10833.33
other,3 BHK,1533,3,85,3,5544.68
other,2 BHK,1452.55,2,110,2,7572.89
other,3 BHK,2357,3,151,3,6406.45
other,2 BHK,1170,2,105,2,8974.36
other,3 BHK,1411,3,91.72,3,6500.35
other,3 BHK,3095,3,375,3,12116.32
other,3 Bedroom,1100,3,78,3,7090.91
other,4 BHK,3600,4,365,4,10138.89
other,3 BHK,1945,3,120,3,6169.67
other,3 BHK,1650,3,165,3,10000
other,3 Bedroom,1550,2,150,3,9677.42
other,3 BHK,1150,2,75,3,6521.74
other,3 Bedroom,1200,3,74,3,6166.67
other,3 BHK,1229,3,86.03,3,7000
other,2 BHK,1030,2,61,2,5922.33
other,1 Bedroom,600,1,32,1,5333.33
other,2 BHK,1165,2,135,2,11587.98
other,4 BHK,3000,4,240,4,8000
other,2 BHK,1315,2,90,2,6844.11
other,2 BHK,1210,2,72,2,5950.41
other,4 Bedroom,30000,4,2100,4,7000
other,2 BHK,1170,2,68,2,5811.97
other,2 Bedroom,1600,2,110,2,6875
other,3 BHK,1370,2,75,3,5474.45
other,3 BHK,1980,3,224,3,11313.13
other,3 BHK,1700,3,97,3,5705.88
other,3 BHK,1900,3,160,3,8421.05
other,2 BHK,1100,2,75,2,6818.18
other,3 BHK,1929,3,115,3,5961.64
other,4 BHK,3161,4,214,4,6770.01
other,3 Bedroom,3515,3,420,3,11948.79
other,2 BHK,1100,2,70,2,6363.64
other,1 BHK,700,1,41,1,5857.14
other,3 Bedroom,3000,3,250,3,8333.33
other,2 BHK,1100,2,61,2,5545.45
other,1 Bedroom,1260,1,41,1,3253.97
other,1 Bedroom,1500,1,37.5,1,2500
other,1 BHK,600,1,17,1,2833.33
other,2 BHK,1165,2,75,2,6437.77
other,3 Bedroom,1272,4,75,3,5896.23
other,5 Bedroom,1600,5,140,5,8750
other,3 BHK,1000,2,65,3,6500
other,3 Bedroom,2400,4,325,3,13541.67
other,2 BHK,1463,1,142,2,9706.08
other,3 BHK,2401,3,185,3,7705.12
other,3 BHK,1875,2,235,3,12533.33
other,1 BHK,890,1,75,1,8426.97
other,3 Bedroom,2400,3,290,3,12083.33
other,3 BHK,1690,3,100,3,5917.16
other,2 Bedroom,1350,2,90,2,6666.67
other,3 BHK,1460,3,88,3,6027.4
other,3 BHK,1685,3,95,3,5637.98
other,1 Bedroom,800,1,52,1,6500
other,4 Bedroom,4000,5,280,4,7000
other,2 Bedroom,792,2,70,2,8838.38
other,5 Bedroom,2400,5,235,5,9791.67
other,1 Bedroom,461.82,1,31.7,1,6864.15
other,3 Bedroom,1500,2,85,3,5666.67
other,2 BHK,1260,2,75,2,5952.38
other,10 BHK,12000,12,525,10,4375
other,3 BHK,2820,3,285,3,10106.38
other,3 Bedroom,1950,3,130,3,6666.67
other,3 BHK,1350,2,140,3,10370.37
other,4 Bedroom,4051,4,345,4,8516.42
other,3 BHK,2100,3,170,3,8095.24
other,3 BHK,1991,3,160,3,8036.16
other,3 BHK,1200,3,66,3,5500
other,4 Bedroom,3000,4,342,4,11400
other,6 Bedroom,2400,6,245,6,10208.33
other,2 Bedroom,1375,2,105,2,7636.36
other,3 BHK,1693,3,108,3,6379.21
other,3 BHK,1150,2,77.5,3,6739.13
other,2 BHK,1058,2,60,2,5671.08
other,1 BHK,900,1,30,1,3333.33
other,3 BHK,1672,3,150,3,8971.29
other,3 BHK,1250,3,139,3,11120
other,2 BHK,1468,3,130,2,8855.59
other,3 BHK,1480,2,145,3,9797.3
other,3 BHK,2280,3,285,3,12500
other,3 BHK,2000,3,200,3,10000
other,3 BHK,1080,2,75,3,6944.44
other,3 BHK,2400,2,150,3,6250
other,2 BHK,1125,2,75,2,6666.67
other,3 BHK,1596,3,95,3,5952.38
other,3 BHK,1639,3,123,3,7504.58
other,3 BHK,1740,3,199,3,11436.78
other,3 BHK,1372,2,90,3,6559.77
other,5 BHK,6200,5,720,5,11612.9
other,2 BHK,925,2,63,2,6810.81
other,4 Bedroom,1200,3,95,4,7916.67
other,2 Bedroom,1200,2,79,2,6583.33
other,3 BHK,2500,3,270,3,10800
other,4 Bedroom,1584,3,145,4,9154.04
other,3 BHK,1570,3,115,3,7324.84
other,3 BHK,3000,3,400,3,13333.33
other,3 BHK,1750,3,180,3,10285.71
other,2 Bedroom,1500,1,160,2,10666.67
other,6 Bedroom,2100,6,275,6,13095.24
other,1 BHK,705,1,36.5,1,5177.3
other,3 BHK,1340,3,77,3,5746.27
other,1 Bedroom,1260,1,41,1,3253.97
other,2 Bedroom,1200,2,125,2,10416.67
other,4 Bedroom,1270,2,175,4,13779.53
other,3 Bedroom,1200,3,130,3,10833.33
other,4 BHK,3595,6,360,4,10013.91
other,4 BHK,3100,5,385,4,12419.35
other,4 Bedroom,1200,4,150,4,12500
other,3 Bedroom,3259,3,270,3,8284.75
other,1 BHK,596,1,42,1,7046.98
other,16 BHK,10000,16,550,16,5500
other,4 Bedroom,1200,4,110,4,9166.67
other,3 BHK,1910,3,190,3,9947.64
other,3 BHK,1750,3,149,3,8514.29
other,2 BHK,985,2,63,2,6395.94
other,2 BHK,1300,2,129,2,9923.08
other,3 BHK,1490,2,88,3,5906.04
other,1 BHK,650,1,30,1,4615.38
other,3 BHK,1500,2,89.99,3,5999.33
other,4 Bedroom,1350,4,145,4,10740.74
other,1 BHK,910,1,42,1,4615.38
other,1 BHK,532,1,22.49,1,4227.44
other,3 BHK,1060,3,62,3,5849.06
other,2 BHK,1550,2,160,2,10322.58
other,2 Bedroom,1000,2,80,2,8000
other,3 BHK,1500,2,97,3,6466.67
other,3 BHK,1865,4,140,3,7506.7
other,4 BHK,3500,4,245,4,7000
other,3 BHK,1320,2,73,3,5530.3
other,6 Bedroom,2150,6,205,6,9534.88
other,2 Bedroom,675,3,52,2,7703.7
other,3 BHK,1801,3,139,3,7717.93
other,4 BHK,2990,4,324,4,10836.12
other,2 Bedroom,2400,2,160,2,6666.67
other,2 BHK,1150,2,75,2,6521.74
other,3 Bedroom,1200,3,165,3,13750
other,3 BHK,1390,2,80,3,5755.4
other,3 BHK,1550,2,90,3,5806.45
other,4 Bedroom,1500,4,110,4,7333.33
other,3 BHK,1839,3,165,3,8972.27
other,2 BHK,900,2,70,2,7777.78
other,3 Bedroom,1500,3,149,3,9933.33
other,1 Bedroom,750,2,50,1,6666.67
other,2 BHK,600,3,75,2,12500
other,3 BHK,1605,2,85,3,5295.95
other,1 BHK,1500,1,19.5,1,1300
other,2 Bedroom,1200,2,70,2,5833.33
other,2 Bedroom,1200,2,160,2,13333.33
other,3 BHK,1904,3,155,3,8140.76
other,3 BHK,2770,4,315,3,11371.84
other,1 BHK,813,1,39,1,4797.05
other,3 BHK,1630,2,97.78,3,5998.77
other,4 BHK,2425,4,173,4,7134.02
other,2 BHK,1280,2,75,2,5859.38
other,1 BHK,735,1,75,1,10204.08
other,1 BHK,500,1,24,1,4800
other,3 Bedroom,1200,4,145,3,12083.33
other,2 Bedroom,1200,2,100,2,8333.33
other,3 Bedroom,1200,3,160,3,13333.33
other,3 BHK,1265,2,82,3,6482.21
other,3 BHK,1850,3,98,3,5297.3
other,4 Bedroom,2360,4,150,4,6355.93
other,2 BHK,1030,2,77.25,2,7500
other,3 BHK,2000,3,160,3,8000
other,3 BHK,1575,3,93,3,5904.76
other,3 BHK,1300,2,70,3,5384.62
other,2 BHK,1380,2,75,2,5434.78
other,3 Bedroom,3100,3,250,3,8064.52
other,2 BHK,1190,2,100,2,8403.36
other,3 BHK,1827,3,100,3,5473.45
other,3 BHK,1500,3,95,3,6333.33
other,2 BHK,1180,2,63,2,5338.98
other,3 BHK,1645,3,95,3,5775.08
other,4 Bedroom,1200,4,140,4,11666.67
other,2 BHK,1097,2,65,2,5925.25
other,4 Bedroom,1600,3,165,4,10312.5
other,2 BHK,900,2,110,2,12222.22
other,2 Bedroom,1200,2,125,2,10416.67
other,2 BHK,1355,2,75,2,5535.06
other,4 Bedroom,7500,4,900,4,12000
other,4 BHK,4104,4,360,4,8771.93
other,2 Bedroom,2080,2,150,2,7211.54
other,2 BHK,1505,2,90,2,5980.07
other,3 Bedroom,1200,3,95.75,3,7979.17
other,3 BHK,1810,4,148,3,8176.8
other,3 BHK,1530,2,97,3,6339.87
other,3 Bedroom,1500,2,130,3,8666.67
other,2 BHK,1400,2,80,2,5714.29
other,3 BHK,1533,3,150,3,9784.74
other,4 BHK,3730,6,450,4,12064.34
other,2 BHK,745,2,50,2,6711.41
other,2 BHK,1355,2,95,2,7011.07
other,1 BHK,833,1,49,1,5882.35
other,4 BHK,3000,5,270,4,9000
other,2 BHK,1220,2,68,2,5573.77
other,4 Bedroom,3811,3,475,4,12463.92
other,3 BHK,1545,3,85,3,5501.62
other,2 Bedroom,1350,2,110,2,8148.15
other,3 BHK,1200,2,68,3,5666.67
other,5 Bedroom,2000,4,180,5,9000
other,4 Bedroom,1280,4,115,4,8984.38
other,3 Bedroom,1200,3,85,3,7083.33
other,3 BHK,1655,3,155,3,9365.56
other,2 BHK,1150,2,74,2,6434.78
other,3 Bedroom,1200,2,108,3,9000
other,2 BHK,1200,2,75,2,6250
other,2 Bedroom,1500,2,203,2,13533.33
other,9 BHK,4500,9,500,9,11111.11
other,3 BHK,1550,3,160,3,10322.58
other,3 BHK,1758,3,95,3,5403.87
other,4 BHK,3179,5,351,4,11041.21
other,2 Bedroom,1200,3,85,2,7083.33
other,3 BHK,1800,3,140,3,7777.78
other,4 BHK,3900,4,333,4,8538.46
other,3 Bedroom,2400,4,200,3,8333.33
other,3 BHK,1645,3,87.5,3,5319.15
other,3 BHK,2600,3,140,3,5384.62
other,2 BHK,950,2,60,2,6315.79
other,3 BHK,1900,3,205,3,10789.47
other,3 BHK,1402,2,85,3,6062.77
other,3 BHK,2100,3,240,3,11428.57
other,3 Bedroom,1200,3,140,3,11666.67
other,2 BHK,814,2,55,2,6756.76
other,3 BHK,1590,3,120,3,7547.17
other,4 BHK,3754,6,430,4,11454.45
other,3 BHK,1450,2,89.6,3,6179.31
other,2 BHK,1340,2,77,2,5746.27
other,3 BHK,1665,3,105,3,6306.31
other,4 Bedroom,2300,4,200,4,8695.65
other,2 BHK,1210,2,76,2,6280.99
other,2 BHK,1065,2,58,2,5446.01
other,3 BHK,1636,3,97,3,5929.1
other,4 BHK,3600,4,450,4,12500
other,3 Bedroom,1200,3,72,3,6000
other,2 Bedroom,1000,1,75,2,7500
other,2 BHK,1170,2,86,2,7350.43
other,4 Bedroom,4830,5,390,4,8074.53
other,2 BHK,850,2,75,2,8823.53
other,3 BHK,2065,3,130,3,6295.4
other,2 BHK,1150,2,125,2,10869.57
other,3 BHK,2550,4,290,3,11372.55
other,4 BHK,3080,2,285,4,9253.25
other,4 BHK,3400,6,420,4,12352.94
other,1 BHK,450,1,25,1,5555.56
other,2 BHK,1100,2,85,2,7727.27
other,2 BHK,1036,2,110,2,10617.76
other,4 Bedroom,1376,4,156,4,11337.21
other,2 BHK,1080,2,62,2,5740.74
other,3 BHK,1475,2,200,3,13559.32
other,3 Bedroom,1200,3,96.25,3,8020.83
other,4 BHK,2631,3,200,4,7601.67
other,2 BHK,830,2,60,2,7228.92
other,2 BHK,1500,2,88,2,5866.67
other,2 BHK,856,2,48,2,5607.48
other,2 BHK,1143,2,62,2,5424.32
other,2 BHK,1117,2,110,2,9847.81
other,1 BHK,600,1,43,1,7166.67
other,3 Bedroom,1200,3,70,3,5833.33
other,4 Bedroom,2675,4,290,4,10841.12
other,3 BHK,1477,2,80,3,5416.38
other,4 BHK,3500,5,450,4,12857.14
other,3 BHK,1793,3,98,3,5465.7
other,2 Bedroom,1020,2,62,2,6078.43
other,4 BHK,3563,6,310,4,8700.53
other,4 BHK,3300,5,318,4,9636.36
other,3 Bedroom,1200,3,165,3,13750
other,3 BHK,1718,3,223,3,12980.21
other,3 BHK,1200,2,75,3,6250
other,2 BHK,985,2,55,2,5583.76
other,2 BHK,1030,2,80,2,7766.99
other,2 BHK,1150,2,69,2,6000
other,3 BHK,1500,2,90,3,6000
other,2 Bedroom,900,2,55,2,6111.11
other,4 Bedroom,1750,2,225,4,12857.14
other,2 BHK,1100,2,78,2,7090.91
other,2 Bedroom,1180,2,74,2,6271.19
other,3 BHK,1540,3,85,3,5519.48
other,3 BHK,1800,3,230,3,12777.78
other,3 BHK,2000,3,120,3,6000
other,3 BHK,2000,3,145,3,7250
other,1 BHK,500,1,15,1,3000
other,4 BHK,3160,4,206,4,6518.99
other,2 Bedroom,922,2,70,2,7592.19
other,2 BHK,850,2,72,2,8470.59
other,2 Bedroom,1200,1,65,2,5416.67
other,2 BHK,1233,2,100,2,8110.3
other,3 Bedroom,1936,3,110,3,5681.82
other,3 BHK,1652.5,3,90,3,5446.29
other,3 Bedroom,1500,3,138,3,9200
other,2 BHK,700,2,43,2,6142.86
other,3 BHK,1750,3,170,3,9714.29
other,3 Bedroom,1365,3,99,3,7252.75
other,2 BHK,708,1,55,2,7768.36
other,3 BHK,1680,3,135,3,8035.71
other,2 BHK,990,2,58,2,5858.59
other,2 BHK,1240,2,100,2,8064.52
other,3 BHK,1810,3,118,3,6519.34
other,3 BHK,2005,3,240,3,11970.07
other,2 BHK,1000,2,97,2,9700
other,3 BHK,1430,3,78.65,3,5500
other,1 Bedroom,1200,2,45,1,3750
other,1 BHK,840,1,75,1,8928.57
other,3 BHK,1760,2,116,3,6590.91
other,4 BHK,3317.5,5,268.5,4,8093.44
other,2 Bedroom,600,1,52,2,8666.67
other,3 BHK,1670,3,160,3,9580.84
other,3 BHK,1200,2,75.6,3,6300
other,5 Bedroom,2400,5,285,5,11875
other,4 BHK,2100,4,150,4,7142.86
other,4 Bedroom,1550,4,120,4,7741.94
other,2 BHK,905,2,50,2,5524.86
other,3 BHK,1495,3,200,3,13377.93
other,1 BHK,550,1,23,1,4181.82
other,3 BHK,1080,2,75,3,6944.44
other,3 BHK,1537,3,110,3,7156.8
other,3 BHK,1750,3,150,3,8571.43
other,7 Bedroom,2800,7,250,7,8928.57
other,2 BHK,1191,2,90,2,7556.68
other,4 BHK,2849,5,250,4,8775.01
other,2 BHK,827,2,45,2,5441.35
other,2 BHK,1205,2,70,2,5809.13
other,3 Bedroom,2200,4,160,3,7272.73
other,3 BHK,1900,3,155,3,8157.89
other,2 Bedroom,1200,1,95,2,7916.67
other,2 BHK,1100,2,61,2,5545.45
other,2 BHK,1100,2,110,2,10000
other,3 BHK,1942,3,155,3,7981.46
other,3 Bedroom,1200,4,80,3,6666.67
other,3 BHK,1515,3,90,3,5940.59
other,4 Bedroom,1200,4,95,4,7916.67
other,1 Bedroom,1200,1,69,1,5750
other,3 BHK,1717,3,99,3,5765.87
other,1 Bedroom,1200,1,48,1,4000
other,3 BHK,1430,2,78.65,3,5500
other,2 BHK,1190,2,70,2,5882.35
other,4 BHK,2690,4,185,4,6877.32
other,3 BHK,1594,3,99,3,6210.79
other,2 BHK,1250,2,68,2,5440
other,2 Bedroom,1290,1,77.5,2,6007.75
other,2 BHK,1464,2,145,2,9904.37
other,2 Bedroom,1200,2,75,2,6250
other,3 BHK,1485,2,156,3,10505.05
other,3 BHK,2070,3,135,3,6521.74
other,2 BHK,800,2,55,2,6875
other,3 BHK,1480,2,125,3,8445.95
other,2 BHK,1500,2,130,2,8666.67
other,3 BHK,2010,3,125,3,6218.91
other,3 BHK,1504,2,100,3,6648.94
other,3 BHK,1602,2,165,3,10299.63
other,4 Bedroom,1200,4,130,4,10833.33
other,3 BHK,1800,3,220,3,12222.22
other,3 BHK,1862,3,120,3,6444.68
other,3 BHK,2700,3,200,3,7407.41
other,3 BHK,1677,3,98,3,5843.77
other,3 BHK,1490,2,115,3,7718.12
other,3 BHK,1740,3,120,3,6896.55
other,2 BHK,1020,2,60,2,5882.35
other,1 BHK,550,1,16,1,2909.09
other,3 Bedroom,3664,3,325,3,8870.09
other,2 Bedroom,690,2,42,2,6086.96
other,3 BHK,1520,3,111,3,7302.63
other,4 Bedroom,1200,4,86,4,7166.67
other,2 BHK,1250,2,90,2,7200
other,3 BHK,1900,2,190,3,10000
other,3 BHK,1602,2,170,3,10611.74
other,2 BHK,1230,2,70,2,5691.06
other,3 BHK,1600,3,95,3,5937.5
other,1 BHK,450,1,60,1,13333.33
other,1 BHK,600,2,23,1,3833.33
other,4 BHK,3463,6,310,4,8951.78
other,2 Bedroom,1200,2,85,2,7083.33
other,3 BHK,2000,4,130,3,6500
other,4 Bedroom,1350,4,140,4,10370.37
other,2 BHK,1175,2,79,2,6723.4
other,2 BHK,1112,2,68,2,6115.11
other,2 BHK,1158,2,75,2,6476.68
other,2 BHK,1200,2,90,2,7500
other,2 BHK,1266.67,2,69,2,5447.35
other,2 Bedroom,2000,2,160,2,8000
other,4 Bedroom,2679,5,280,4,10451.66
other,2 Bedroom,1230,2,75,2,6097.56
other,8 Bedroom,3150,5,145,8,4603.17
other,2 Bedroom,2400,2,135,2,5625
other,2 Bedroom,880,2,48,2,5454.55
other,2 BHK,1022,2,57,2,5577.3
other,2 Bedroom,1200,2,76,2,6333.33
other,3 BHK,1605,3,100,3,6230.53
other,3 BHK,1542,3,98,3,6355.38
other,2 BHK,1333,2,77.27,2,5796.7
other,3 Bedroom,1100,3,110,3,10000
other,2 BHK,1050,2,70,2,6666.67
other,4 Bedroom,1200,4,165,4,13750
other,3 BHK,1100,2,145,3,13181.82
other,3 Bedroom,1200,3,99,3,8250
other,2 BHK,1000,2,60,2,6000
other,3 Bedroom,5720,3,350,3,6118.88
other,2 BHK,1012,2,59,2,5830.04
other,4 Bedroom,1200,4,140,4,11666.67
other,2 Bedroom,600,2,39,2,6500
other,3 BHK,1700,3,111,3,6529.41
other,3 Bedroom,1780,3,110,3,6179.78
other,3 Bedroom,1080,3,149,3,13796.3
other,3 BHK,900,2,65,3,7222.22
other,4 Bedroom,1200,3,160,4,13333.33
other,3 BHK,1540,3,85,3,5519.48
other,3 BHK,2456,3,220,3,8957.65
other,2 Bedroom,1530,2,185,2,12091.5
other,3 BHK,1717,3,120,3,6988.93
other,2 BHK,1475,2,171,2,11593.22
other,1 BHK,650,1,16,1,2461.54
other,3 BHK,1504,2,102,3,6781.91
other,4 BHK,1800,4,145,4,8055.56
other,4 BHK,3000,4,240,4,8000
other,3 BHK,1625,3,92,3,5661.54
other,4 BHK,2400,4,250,4,10416.67
other,3 BHK,1490,2,92,3,6174.5
other,2 BHK,1044,2,60,2,5747.13
other,3 BHK,1567.2,2,190,3,12123.53
other,2 BHK,1293,2,75,2,5800.46
other,2 BHK,860,2,65.5,2,7616.28
other,3 BHK,1374,2,88,3,6404.66
other,4 Bedroom,2000,2,160,4,8000
other,1 BHK,834,1,62,1,7434.05
other,1 Bedroom,600,1,52,1,8666.67
other,4 BHK,2000,4,135,4,6750
other,3 BHK,2750,3,260,3,9454.55
other,2 BHK,1280,2,90,2,7031.25
other,3 BHK,2075,3,175,3,8433.73
other,3 BHK,2274.24,4,160,3,7035.32
other,2 Bedroom,900,3,105,2,11666.67
other,3 BHK,1350,3,75,3,5555.56
other,1 BHK,470,2,10,1,2127.66
other,3 Bedroom,1313,4,150,3,11424.22
other,3 BHK,2515,4,155,3,6163.02
other,3 BHK,2665,3,350,3,13133.21
other,4 BHK,3500,5,450,4,12857.14
other,6 Bedroom,2400,5,300,6,12500
other,8 BHK,3000,4,130,8,4333.33
other,2 BHK,1235,2,140,2,11336.03
other,3 Bedroom,3200,3,260,3,8125
other,3 BHK,1450,3,90,3,6206.9
other,4 BHK,3754,6,480,4,12786.36
other,3 BHK,1893,3,115,3,6075.01
other,3 BHK,1200,2,100,3,8333.33
other,2 BHK,1205,2,70,2,5809.13
other,3 Bedroom,1500,3,90,3,6000
other,2 BHK,1250,2,67,2,5360
other,1 Bedroom,375,1,26,1,6933.33
other,2 Bedroom,800,3,59.5,2,7437.5
other,2 BHK,1400,2,85,2,6071.43
other,3 Bedroom,1800,2,100,3,5555.56
other,2 BHK,925,2,70,2,7567.57
other,4 BHK,3500,2,350,4,10000
other,3 BHK,2100,4,255,3,12142.86
other,1 Bedroom,400,1,35,1,8750
other,4 Bedroom,2400,5,180,4,7500
other,1 BHK,6000,1,276,1,4600
other,1 BHK,825,2,40,1,4848.48
other,4 Bedroom,5000,5,600,4,12000
other,4 Bedroom,4800,5,420,4,8750
other,3 BHK,3400,3,400,3,11764.71
other,1 Bedroom,600,1,33,1,5500
other,3 Bedroom,2600,3,147,3,5653.85
other,1 BHK,800,1,72,1,9000
other,3 BHK,1225,2,82,3,6693.88
other,1 BHK,655,1,27,1,4122.14
other,2 BHK,1196,2,96,2,8026.76
other,2 BHK,927,2,50,2,5393.74
other,1 BHK,600,1,18,1,3000
other,4 Bedroom,2800,4,200,4,7142.86
other,2 BHK,800,2,85,2,10625
other,2 BHK,985,2,57,2,5786.8
other,11 BHK,6000,12,150,11,2500
other,2 Bedroom,600,2,80,2,13333.33
other,3 BHK,1503,2,93,3,6187.62
other,3 BHK,1768,3,95,3,5373.3
other,4 BHK,3060,4,350,4,11437.91
other,1 BHK,800,1,32,1,4000
other,1 Bedroom,600,1,35,1,5833.33
other,2 BHK,1010,2,55,2,5445.54
other,4 Bedroom,3978,4,428,4,10759.18
other,3 BHK,2008,3,170,3,8466.14
other,3 BHK,2095,3,142,3,6778.04
other,3 BHK,1600,2,88,3,5500
other,4 Bedroom,1350,4,160,4,11851.85
other,1 BHK,500,1,20,1,4000
other,3 BHK,1280,2,100,3,7812.5
other,3 BHK,1650,3,110,3,6666.67
other,2 Bedroom,1044,2,85,2,8141.76
other,2 Bedroom,840,1,99,2,11785.71
other,4 BHK,3870,4,411,4,10620.16
other,3 BHK,1835,3,175,3,9536.78
other,1 BHK,425,1,15,1,3529.41
other,4 BHK,2380,4,242,4,10168.07
other,2 Bedroom,900,1,70,2,7777.78
other,2 BHK,1517,2,125,2,8239.95
other,4 BHK,3602,4,280,4,7773.46
other,3 BHK,2159,3,120,3,5558.13
other,3 Bedroom,1200,3,72,3,6000
other,6 Bedroom,1850,3,175,6,9459.46
other,1 Bedroom,510,1,34,1,6666.67
other,2 BHK,1166,2,65,2,5574.61
other,3 BHK,2700,2,260,3,9629.63
other,3 Bedroom,1350,2,175,3,12962.96
other,2 BHK,940,2,56,2,5957.45
other,3 BHK,1645,3,95,3,5775.08
other,2 BHK,1000,2,63,2,6300
other,3 BHK,1998,3,117,3,5855.86
